factor,characteristic,low_group_ite_mean,high_group_ite_mean,diff
turnover_change,size,0.21529133073283246,0.0487217395154931,-0.16656959121733936
turnover_change,vol_20,0.37074618383137703,0.011688127061067451,-0.35905805677030955
