factor,characteristic,low_group_ite_mean,high_group_ite_mean,diff
pb,size,-1.6068046419776798,-2.220395339768794,-0.6135906977911141
pb,vol_20,-0.8902459952859333,-2.500864194566,-1.6106181992800668
