factor,characteristic,low_group_ite_mean,high_group_ite_mean,diff
pe,size,-0.0628212908707682,-0.9777207695408552,-0.914899478670087
pe,vol_20,0.10192171157589391,-0.49136618793652664,-0.5932878995124206
