factor,characteristic,low_group_ite_mean,high_group_ite_mean,diff
maxret_20,size,-0.036554868021328006,0.3961707856814178,0.4327256537027458
maxret_20,vol_20,0.03650273766035371,0.015015474591405877,-0.021487263068947833
