factor,characteristic,low_group_ite_mean,high_group_ite_mean,diff
mom_60,size,-0.19209917113742184,0.18483468922620522,0.3769338603636271
mom_60,vol_20,-0.1328822489876927,-0.14275234432945483,-0.009870095341762114
