factor,characteristic,low_group_ite_mean,high_group_ite_mean,diff
mom_120,size,-0.2674801752502875,0.07726166867264839,0.3447418439229359
mom_120,vol_20,-0.25377457522988267,-0.18185530650665957,0.0719192687232231
