factor,characteristic,low_group_ite_mean,high_group_ite_mean,diff
turnover_20,size,-0.09052418671901731,-0.0005978521873794239,0.08992633453163788
turnover_20,vol_20,-0.3226459273121213,0.16773293056220498,0.4903788578743262
